Site.Key,M.Year,Product.Simple,Plant.Start,Plant.End
19.5293 -98.8460 B300,2001..2002..2003..2004,maize,,
19.5293 -98.8460 B300,2001..2002..2003..2004,maize,,
19.5293 -98.8460 B300,2001..2002..2003..2004,maize,,
19.5293 -98.8460 B300,2001..2002..2003..2004,maize,,
19.5293 -98.8460 B300,2001..2002..2003..2004,maize,,
19.5293 -98.8460 B300,2001..2002..2003..2004,maize,,
19.5293 -98.8460 B300,2001..2002..2003..2004,maize,,
19.5293 -98.8460 B300,2001..2002..2003..2004,maize,,
19.5293 -98.8460 B300,2001..2002..2003..2004,maize,,
19.5293 -98.8460 B300,2001..2002..2003..2004,maize,,
19.5293 -98.8460 B300,2001..2002..2003..2004,maize,,
19.5293 -98.8460 B300,2001..2002..2003..2004,maize,,
19.6556 -98.5181 B200,2019,maize,2019-03-01,2019-04-01
19.6556 -98.5181 B200,2019,maize,2019-03-01,2019-04-01
19.6556 -98.5181 B200,2019,maize,2019-03-01,2019-04-01
19.6556 -98.5181 B200,2019,maize,2019-03-01,2019-04-01
19.6556 -98.5181 B200,2019,maize,2019-03-01,2019-04-01
19.6556 -98.5181 B200,2019,maize,2019-03-01,2019-04-01
19.6556 -98.5181 B200,2019,maize,2019-03-01,2019-04-01
19.6556 -98.5181 B200,2019,maize,2019-03-01,2019-04-01
19.6556 -98.5181 B200,2019,maize,2019-03-01,2019-04-01
19.6556 -98.5181 B200,2019,maize,2019-03-01,2019-04-01
20.5793 -100.8193 B1050,1996-S,maize,1996-05-01,1996-05-31
20.5793 -100.8193 B1050,1996-S,maize,1996-05-01,1996-05-31
20.5793 -100.8193 B300,2008S,maize,2007-03-01,2007-03-31
20.5793 -100.8193 B300,2008S,maize,2007-03-01,2007-03-31
20.5948 -100.8207 B1000,2012S..2013S,maize,,
20.5948 -100.8207 B1000,2012S..2013S,maize,,
22.2265 -100.8491 B200,1997R,maize,,
22.2265 -100.8491 B200,1997R,maize,,
22.2265 -100.8491 B200,1997R,maize,,
22.2265 -100.8491 B200,1997R,maize,,
22.2265 -100.8491 B200,1997R,maize,,
22.2265 -100.8491 B200,1997R,maize,,
22.2265 -100.8491 B200,1997R,maize,,
22.2265 -100.8491 B200,1997R,maize,,
22.2265 -100.8491 B200,1997R,maize,,
22.2265 -100.8491 B200,1997R,maize,,
22.2265 -100.8491 B200,1998R,maize,,
22.2265 -100.8491 B200,1998R,maize,,
22.2265 -100.8491 B200,1998R,maize,,
22.2265 -100.8491 B200,1998R,maize,,
22.2265 -100.8491 B200,1998R,maize,,
22.2265 -100.8491 B200,1998R,maize,,
22.2265 -100.8491 B200,1998R,maize,,
22.2265 -100.8491 B200,1998R,maize,,
22.2265 -100.8491 B200,1998R,maize,,
22.2265 -100.8491 B200,1998R,maize,,
22.2265 -100.8491 B200,1999R,maize,,
22.2265 -100.8491 B200,1999R,maize,,
22.2265 -100.8491 B200,1999R,maize,,
22.2265 -100.8491 B200,1999R,maize,,
22.2265 -100.8491 B200,1999R,maize,,
22.2265 -100.8491 B200,1999R,maize,,
22.2265 -100.8491 B200,1999R,maize,,
22.2265 -100.8491 B200,1999R,maize,,
22.2265 -100.8491 B200,1999R,maize,,
22.2265 -100.8491 B200,1999R,maize,,
22.2265 -100.8491 B200,2000R,maize,,
22.2265 -100.8491 B200,2000R,maize,,
22.2265 -100.8491 B200,2000R,maize,,
22.2265 -100.8491 B200,2000R,maize,,
22.2265 -100.8491 B200,2000R,maize,,
22.2265 -100.8491 B200,2000R,maize,,
22.2265 -100.8491 B200,2000R,maize,,
22.2265 -100.8491 B200,2000R,maize,,
22.2265 -100.8491 B200,2000R,maize,,
22.2265 -100.8491 B200,2000R,maize,,
22.2265 -100.8491 B200,2001R,maize,,
22.2265 -100.8491 B200,2001R,maize,,
22.2265 -100.8491 B200,2001R,maize,,
22.2265 -100.8491 B200,2001R,maize,,
22.2265 -100.8491 B200,2001R,maize,,
22.2265 -100.8491 B200,2001R,maize,,
22.2265 -100.8491 B200,2001R,maize,,
22.2265 -100.8491 B200,2001R,maize,,
22.2265 -100.8491 B200,2001R,maize,,
22.2265 -100.8491 B200,2001R,maize,,
22.2265 -100.8491 B200,2002R,maize,,
22.2265 -100.8491 B200,2002R,maize,,
22.2265 -100.8491 B200,2002R,maize,,
22.2265 -100.8491 B200,2002R,maize,,
22.2265 -100.8491 B200,2002R,maize,,
22.2265 -100.8491 B200,2002R,maize,,
22.2265 -100.8491 B200,2002R,maize,,
22.2265 -100.8491 B200,2002R,maize,,
22.2265 -100.8491 B200,2002R,maize,,
22.2265 -100.8491 B200,2002R,maize,,
22.2265 -100.8491 B200,2003R,maize,,
22.2265 -100.8491 B200,2003R,maize,,
22.2265 -100.8491 B200,2003R,maize,,
22.2265 -100.8491 B200,2003R,maize,,
22.2265 -100.8491 B200,2003R,maize,,
22.2265 -100.8491 B200,2003R,maize,,
22.2265 -100.8491 B200,2003R,maize,,
22.2265 -100.8491 B200,2003R,maize,,
22.2265 -100.8491 B200,2003R,maize,,
22.2265 -100.8491 B200,2003R,maize,,
22.2265 -100.8491 B200,2004R,maize,,
22.2265 -100.8491 B200,2004R,maize,,
22.2265 -100.8491 B200,2004R,maize,,
22.2265 -100.8491 B200,2004R,maize,,
22.2265 -100.8491 B200,2004R,maize,,
22.2265 -100.8491 B200,2004R,maize,,
22.2265 -100.8491 B200,2004R,maize,,
22.2265 -100.8491 B200,2004R,maize,,
22.2265 -100.8491 B200,2004R,maize,,
22.2265 -100.8491 B200,2004R,maize,,
22.2265 -100.8491 B200,2005R,maize,,
22.2265 -100.8491 B200,2005R,maize,,
22.2265 -100.8491 B200,2005R,maize,,
22.2265 -100.8491 B200,2005R,maize,,
22.2265 -100.8491 B200,2005R,maize,,
22.2265 -100.8491 B200,2005R,maize,,
22.2265 -100.8491 B200,2005R,maize,,
22.2265 -100.8491 B200,2005R,maize,,
22.2265 -100.8491 B200,2005R,maize,,
22.2265 -100.8491 B200,2005R,maize,,
22.2265 -100.8491 B200,2006R,maize,,
22.2265 -100.8491 B200,2006R,maize,,
22.2265 -100.8491 B200,2006R,maize,,
22.2265 -100.8491 B200,2006R,maize,,
22.2265 -100.8491 B200,2006R,maize,,
22.2265 -100.8491 B200,2006R,maize,,
22.2265 -100.8491 B200,2006R,maize,,
22.2265 -100.8491 B200,2006R,maize,,
22.2265 -100.8491 B200,2006R,maize,,
22.2265 -100.8491 B200,2006R,maize,,
22.2265 -100.8491 B200,2007R,maize,,
22.2265 -100.8491 B200,2007R,maize,,
22.2265 -100.8491 B200,2007R,maize,,
22.2265 -100.8491 B200,2007R,maize,,
22.2265 -100.8491 B200,2007R,maize,,
22.2265 -100.8491 B200,2007R,maize,,
22.2265 -100.8491 B200,2007R,maize,,
22.2265 -100.8491 B200,2007R,maize,,
22.2265 -100.8491 B200,2007R,maize,,
22.2265 -100.8491 B200,2007R,maize,,
22.2265 -100.8491 B200,2008R,maize,,
22.2265 -100.8491 B200,2008R,maize,,
22.2265 -100.8491 B200,2008R,maize,,
22.2265 -100.8491 B200,2008R,maize,,
22.2265 -100.8491 B200,2008R,maize,,
22.2265 -100.8491 B200,2008R,maize,,
22.2265 -100.8491 B200,2008R,maize,,
22.2265 -100.8491 B200,2008R,maize,,
22.2265 -100.8491 B200,2008R,maize,,
22.2265 -100.8491 B200,2008R,maize,,
22.2265 -100.8491 B200,2012R,maize,,
22.2265 -100.8491 B200,2012R,maize,,
22.2265 -100.8491 B200,2012R,maize,,
22.2265 -100.8491 B200,2012R,maize,,
22.2265 -100.8491 B200,2012R,maize,,
22.2265 -100.8491 B200,2012R,maize,,
22.2265 -100.8491 B200,2012R,maize,,
22.2265 -100.8491 B200,2012R,maize,,
22.2265 -100.8491 B200,2012R,maize,,
22.2265 -100.8491 B200,2012R,maize,,
22.2265 -100.8491 B200,2013R,maize,,
22.2265 -100.8491 B200,2013R,maize,,
22.2265 -100.8491 B200,2013R,maize,,
22.2265 -100.8491 B200,2013R,maize,,
22.2265 -100.8491 B200,2013R,maize,,
22.2265 -100.8491 B200,2013R,maize,,
22.2265 -100.8491 B200,2013R,maize,,
22.2265 -100.8491 B200,2013R,maize,,
22.2265 -100.8491 B200,2013R,maize,,
22.2265 -100.8491 B200,2013R,maize,,
22.2265 -100.8491 B200,2014R,maize,,
22.2265 -100.8491 B200,2014R,maize,,
22.2265 -100.8491 B200,2014R,maize,,
22.2265 -100.8491 B200,2014R,maize,,
22.2265 -100.8491 B200,2014R,maize,,
22.2265 -100.8491 B200,2014R,maize,,
22.2265 -100.8491 B200,2014R,maize,,
22.2265 -100.8491 B200,2014R,maize,,
22.2265 -100.8491 B200,2014R,maize,,
22.2265 -100.8491 B200,2014R,maize,,
22.2265 -100.8491 B200,2015R,maize,,
22.2265 -100.8491 B200,2015R,maize,,
22.2265 -100.8491 B200,2015R,maize,,
22.2265 -100.8491 B200,2015R,maize,,
22.2265 -100.8491 B200,2015R,maize,,
22.2265 -100.8491 B200,2015R,maize,,
22.2265 -100.8491 B200,2015R,maize,,
22.2265 -100.8491 B200,2015R,maize,,
22.2265 -100.8491 B200,2015R,maize,,
22.2265 -100.8491 B200,2015R,maize,,
22.2265 -100.8491 B200,2016R,maize,,
22.2265 -100.8491 B200,2016R,maize,,
22.2265 -100.8491 B200,2016R,maize,,
22.2265 -100.8491 B200,2016R,maize,,
22.2265 -100.8491 B200,2016R,maize,,
22.2265 -100.8491 B200,2016R,maize,,
22.2265 -100.8491 B200,2016R,maize,,
22.2265 -100.8491 B200,2016R,maize,,
22.2265 -100.8491 B200,2016R,maize,,
22.2265 -100.8491 B200,2016R,maize,,
22.2265 -100.8491 B200,2017R,maize,,
22.2265 -100.8491 B200,2017R,maize,,
22.2265 -100.8491 B200,2017R,maize,,
22.2265 -100.8491 B200,2017R,maize,,
22.2265 -100.8491 B200,2017R,maize,,
22.2265 -100.8491 B200,2017R,maize,,
22.2265 -100.8491 B200,2017R,maize,,
22.2265 -100.8491 B200,2017R,maize,,
22.2265 -100.8491 B200,2017R,maize,,
22.2265 -100.8491 B200,2017R,maize,,
25.3535 -101.0313 B800,2013,maize,2013-01-01,2013-12-31
25.3535 -101.0313 B800,2013,maize,2013-01-01,2013-12-31
25.3535 -101.0313 B800,2014,maize,2014-01-01,2014-12-31
25.3535 -101.0313 B800,2014,maize,2014-01-01,2014-12-31
25.5329 -103.2416 B200,2006,maize,2006-05-16,2006-05-16
25.5329 -103.2416 B200,2006,maize,2006-05-16,2006-05-16
25.5329 -103.2416 B200,2006,maize,2006-05-16,2006-05-16
25.5329 -103.2416 B200,2006,maize,2006-05-16,2006-05-16
25.5329 -103.2416 B200,2006,maize,2006-05-16,2006-05-16
25.5329 -103.2416 B200,2007,maize,2007-05-18,2007-05-18
25.5329 -103.2416 B200,2007,maize,2007-05-18,2007-05-18
25.5329 -103.2416 B200,2007,maize,2007-05-18,2007-05-18
25.5329 -103.2416 B200,2007,maize,2007-05-18,2007-05-18
25.5329 -103.2416 B200,2007,maize,2007-05-18,2007-05-18
27.3677 -109.9278 B600,2015..2016..2017,maize,,
27.3677 -109.9278 B600,2015..2016..2017,maize,,
27.3677 -109.9278 B600,2015W..2016W..2017W,maize,,
27.3677 -109.9278 B600,2015W..2016W..2017W,maize,,
27.3677 -109.9278 B600,2015W..2016W..2017W,maize,,
27.3677 -109.9278 B600,2015W..2016W..2017W,maize,,
27.3677 -109.9278 B600,2015W..2016W..2017W,maize,,
27.3677 -109.9278 B600,2015W..2016W..2017W,maize,,
27.3677 -109.9278 B600,2015W..2016W..2017W,maize,,
27.3677 -109.9278 B600,2015W..2016W..2017W,maize,,
27.3841 -109.9142 B200,2017W..2018W..2019W..2020W,maize,,
27.3841 -109.9142 B200,2017W..2018W..2019W..2020W,maize,,
